,name,n_qubits,layers_target,layers_learn,epochs,lr,step,loss,ground_state_loss
25,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,625,5.818963050842285,0.8893030881881714
26,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,650,5.763923168182373,0.8846412301063538
27,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,675,5.730921268463135,0.88092440366745
28,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,700,5.677896976470947,0.8782812356948853
29,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,725,5.6328277587890625,0.8764840364456177
30,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,750,5.5913238525390625,0.8746429085731506
31,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,775,5.531447410583496,0.8728797435760498
32,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,800,5.5034685134887695,0.8720378875732422
33,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,825,5.46759557723999,0.8711405992507935
34,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,850,5.4622578620910645,0.8708038926124573
35,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,875,5.451881408691406,0.8703226447105408
36,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,900,5.419918060302734,0.8696725368499756
37,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,925,5.393784523010254,0.8685598969459534
38,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,950,5.373044490814209,0.8673534989356995
39,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,975,5.3352885246276855,0.8659269213676453
40,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1000,5.3156867027282715,0.8647120594978333
41,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1025,5.28246545791626,0.8643723726272583
42,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1050,5.266350746154785,0.86514812707901
43,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1075,5.23657751083374,0.8645873665809631
44,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1100,5.226527214050293,0.8641746640205383
45,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1125,5.223217010498047,0.8634980320930481
46,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1150,5.209743976593018,0.8636680841445923
47,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1175,5.199881553649902,0.8627063035964966
48,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1200,5.188396453857422,0.8620878458023071
49,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1225,5.177303791046143,0.8615530729293823
50,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1250,5.151495456695557,0.8602771759033203
51,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1275,5.130816459655762,0.8594560623168945
52,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1300,5.136977195739746,0.8589105606079102
53,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1325,5.094219207763672,0.8581798672676086
54,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1350,5.090088844299316,0.8561792969703674
55,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1375,5.071674823760986,0.854135274887085
56,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1400,5.014859676361084,0.8498131632804871
57,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1425,4.999704360961914,0.8453085422515869
58,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1450,4.972007751464844,0.8395915031433105
59,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1475,4.924069404602051,0.8312987089157104
60,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1500,4.8646345138549805,0.8223071694374084
61,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1525,4.788332939147949,0.8149702548980713
62,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1550,4.726864814758301,0.8111250400543213
63,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1575,4.660314559936523,0.8083169460296631
64,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1600,4.587063312530518,0.8038538098335266
65,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1625,4.486160755157471,0.7969594597816467
66,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1650,4.323270320892334,0.7924535870552063
67,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1675,4.135535717010498,0.7876626253128052
68,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1700,4.076181411743164,0.78717041015625
69,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1725,4.02763557434082,0.7822428941726685
70,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1750,3.9842894077301025,0.7782922387123108
71,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1775,3.9496474266052246,0.7764617204666138
72,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1800,3.9384307861328125,0.7756115198135376
73,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1825,3.9236035346984863,0.77491694688797
74,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1850,3.916109323501587,0.7751902937889099
75,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1875,3.883791923522949,0.7748289704322815
76,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1900,3.8393712043762207,0.7742061018943787
77,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1925,3.7691354751586914,0.7732385396957397
78,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1950,3.7491626739501953,0.7725161910057068
79,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,1975,3.72105073928833,0.7713037133216858
80,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2000,3.7074036598205566,0.769904375076294
81,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2025,3.686887264251709,0.7677595615386963
82,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2050,3.6780409812927246,0.7648407220840454
83,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2075,3.6449694633483887,0.761419415473938
84,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2100,3.624298572540283,0.7598264813423157
85,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2125,3.5900251865386963,0.7580958008766174
86,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2150,3.562986135482788,0.7586894035339355
87,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2175,3.5288915634155273,0.7585296034812927
88,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2200,3.50410795211792,0.7581751942634583
89,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2225,3.49576997756958,0.7572941780090332
90,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2250,3.491382122039795,0.757422924041748
91,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2275,3.485729932785034,0.7561945915222168
92,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2300,3.481265068054199,0.7562757730484009
93,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2325,3.4731757640838623,0.7557995915412903
94,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2350,3.4752328395843506,0.7553580403327942
95,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2375,3.472832679748535,0.7548171281814575
96,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2400,3.4655165672302246,0.7547482252120972
97,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2425,3.4643478393554688,0.7537806630134583
98,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2450,3.461059093475342,0.7525876760482788
99,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2475,3.463069200515747,0.7521131038665771
100,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2500,3.4545421600341797,0.7520487308502197
101,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2525,3.457387924194336,0.7518284916877747
102,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2550,3.44814133644104,0.7513101696968079
103,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2575,3.4553141593933105,0.7511205673217773
104,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2600,3.4346730709075928,0.7508726716041565
105,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2625,3.4541449546813965,0.7510615587234497
106,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2650,3.4512124061584473,0.7502149343490601
107,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2675,3.441960334777832,0.7504259943962097
108,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2700,3.4349207878112793,0.7504143714904785
109,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2725,3.4371843338012695,0.7505856156349182
110,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2750,3.434868335723877,0.750317394733429
111,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2775,3.4271697998046875,0.7504381537437439
112,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2800,3.4241085052490234,0.7497692108154297
113,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2825,3.4100942611694336,0.7503966689109802
114,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2850,3.4140055179595947,0.7508722543716431
115,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2875,3.400069236755371,0.7499896287918091
116,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2900,3.396110773086548,0.7500745058059692
117,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2925,3.3961915969848633,0.7499680519104004
118,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2950,3.3932504653930664,0.7495441436767578
119,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,2975,3.3896493911743164,0.7497794032096863
120,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3000,3.3801047801971436,0.7484092712402344
121,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3025,3.3817362785339355,0.7486192584037781
122,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3050,3.378732204437256,0.7476105690002441
123,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3075,3.3652920722961426,0.747018575668335
124,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3100,3.36946439743042,0.74652099609375
125,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3125,3.345198154449463,0.7462356686592102
126,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3150,3.335081100463867,0.7452720403671265
127,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3175,3.2813820838928223,0.744268000125885
128,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3200,3.2365336418151855,0.7416050434112549
129,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3225,3.1954472064971924,0.7387007474899292
130,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3250,3.1619088649749756,0.7350565195083618
131,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3275,3.137167453765869,0.7267560958862305
132,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3300,3.087280035018921,0.7181159257888794
133,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3325,3.05440616607666,0.7129154205322266
134,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3350,3.0287623405456543,0.7085580825805664
135,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3375,2.988457679748535,0.701254665851593
136,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3400,2.928535223007202,0.6926254034042358
137,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3425,2.8749098777770996,0.6840126514434814
138,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3450,2.7930877208709717,0.6752383708953857
139,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3475,2.7750959396362305,0.6725482940673828
140,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3500,2.7617745399475098,0.6703965067863464
141,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3525,2.7610702514648438,0.667697548866272
142,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3550,2.7415528297424316,0.6642084717750549
143,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3575,2.731203556060791,0.6606568098068237
144,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3600,2.7148895263671875,0.6575972437858582
145,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3625,2.703669548034668,0.6539830565452576
146,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3650,2.688425064086914,0.6499412059783936
147,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3675,2.678612232208252,0.6459617614746094
148,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3700,2.669243812561035,0.6423691511154175
149,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3725,2.651883125305176,0.6408294439315796
150,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3750,2.6544744968414307,0.6392213106155396
151,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3775,2.655897855758667,0.6386613845825195
152,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3800,2.647641658782959,0.6382184028625488
153,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3825,2.6528968811035156,0.6374311447143555
154,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3850,2.6489484310150146,0.63727867603302
155,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3875,2.6498942375183105,0.6367719173431396
156,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3900,2.6552889347076416,0.6362693309783936
157,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3925,2.648761749267578,0.6361684799194336
158,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3950,2.6434359550476074,0.6352318525314331
159,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,3975,2.6487059593200684,0.6355760097503662
160,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4000,2.635509490966797,0.6344303488731384
161,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4025,2.6363964080810547,0.6346353888511658
162,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4050,2.6394336223602295,0.6345705389976501
163,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4075,2.6364736557006836,0.6340848803520203
164,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4100,2.6255757808685303,0.634466290473938
165,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4125,2.6213231086730957,0.6337559223175049
166,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4150,2.6165597438812256,0.6336914896965027
167,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4175,2.6109795570373535,0.6327202320098877
168,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4200,2.603029251098633,0.6325733661651611
169,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4225,2.6094517707824707,0.6326028108596802
170,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4250,2.6012954711914062,0.6316258311271667
171,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4275,2.6009182929992676,0.6313650608062744
172,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4300,2.600088596343994,0.6318519115447998
173,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4325,2.5970330238342285,0.6313978433609009
174,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4350,2.5990350246429443,0.631246030330658
175,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4375,2.601210117340088,0.6314859390258789
176,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4400,2.5908076763153076,0.6314517259597778
177,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4425,2.5958073139190674,0.6313945055007935
178,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4450,2.5948116779327393,0.6318145990371704
179,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4475,2.5936717987060547,0.6317205429077148
180,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4500,2.5906519889831543,0.6317967772483826
181,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4525,2.5943691730499268,0.6319211721420288
182,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4550,2.59169864654541,0.6322509050369263
183,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4575,2.583202362060547,0.6324903964996338
184,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4600,2.598822593688965,0.6321927309036255
185,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4625,2.584650993347168,0.6322875618934631
186,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4650,2.582508087158203,0.6324694156646729
187,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4675,2.5797200202941895,0.632601261138916
188,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4700,2.5857253074645996,0.6324350833892822
189,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4725,2.5787928104400635,0.6320157647132874
190,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4750,2.578575611114502,0.6325374841690063
191,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4775,2.5831427574157715,0.6323381662368774
192,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4800,2.5741348266601562,0.6321588754653931
193,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4825,2.567411422729492,0.6321781873703003
194,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4850,2.5773603916168213,0.6324283480644226
195,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4875,2.570085048675537,0.6322756409645081
196,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4900,2.5692381858825684,0.6324118375778198
197,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4925,2.5670080184936523,0.6323015689849854
198,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4950,2.567993402481079,0.632201611995697
199,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,4975,2.5602283477783203,0.6317833662033081
200,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5000,2.5647220611572266,0.6313556432723999
201,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5025,2.569478988647461,0.631514310836792
202,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5050,2.563717842102051,0.631375789642334
203,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5075,2.5679874420166016,0.630959153175354
204,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5100,2.565915584564209,0.6311790943145752
205,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5125,2.5644376277923584,0.6302614212036133
206,./data/SGD_updated_fast_local_VQE_4layers_20_4_0.csv,20,4,4,30000,0.01,5150,2.5585403442382812,0.630209743976593
